County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Walton County, GA",13297.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Whitfield County, GA",13313.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hawaii County, HI",15001.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Honolulu County, HI",15003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Maui County, HI",15009.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Ada County, ID",16001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Bannock County, ID",16005.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Bonneville County, ID",16019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Canyon County, ID",16027.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Champaign County, IL",17019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Cook County, IL",17031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,543.0
"Cook County, IL",17031.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Cook County, IL",17031.0,2013.0,All other drug-induced causes,D9,12.0
"DuPage County, IL",17043.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"Kane County, IL",17089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Kankakee County, IL",17091.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Kendall County, IL",17093.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Lake County, IL",17097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0
"LaSalle County, IL",17099.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"McHenry County, IL",17111.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"McLean County, IL",17113.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Macon County, IL",17115.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IL",17119.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Peoria County, IL",17143.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"St. Clair County, IL",17163.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Sangamon County, IL",17167.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Will County, IL",17197.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Winnebago County, IL",17201.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Allen County, IN",18003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Boone County, IN",18011.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Clark County, IN",18019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Delaware County, IN",18035.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Elkhart County, IN",18039.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Grant County, IN",18053.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Hamilton County, IN",18057.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hancock County, IN",18059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hendricks County, IN",18063.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Henry County, IN",18065.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Howard County, IN",18067.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Jackson County, IN",18071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, IN",18081.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, IN",18081.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Lake County, IN",18089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Lake County, IN",18089.0,2013.0,All other drug-induced causes,D9,32.0
"La Porte County, IN",18091.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Madison County, IN",18095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Marion County, IN",18097.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,183.0
"Monroe County, IN",18105.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Morgan County, IN",18109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Porter County, IN",18127.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"St. Joseph County, IN",18141.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Tippecanoe County, IN",18157.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Vanderburgh County, IN",18163.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Vigo County, IN",18167.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Wayne County, IN",18177.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Linn County, IA",19113.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Polk County, IA",19153.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Scott County, IA",19163.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Woodbury County, IA",19193.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Butler County, KS",20015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Douglas County, KS",20045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, KS",20091.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Leavenworth County, KS",20103.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Reno County, KS",20155.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Sedgwick County, KS",20173.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Bell County, KY",21013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0
"Boone County, KY",21015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Bullitt County, KY",21029.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Campbell County, KY",21037.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Clark County, KY",21049.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Daviess County, KY",21059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Fayette County, KY",21067.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Floyd County, KY",21071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Franklin County, KY",21073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Greenup County, KY",21089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hardin County, KY",21093.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Harlan County, KY",21095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Hopkins County, KY",21107.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Jefferson County, KY",21111.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0
"Jefferson County, KY",21111.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Kenton County, KY",21117.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Kenton County, KY",21117.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Knox County, KY",21121.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"McCracken County, KY",21145.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Madison County, KY",21151.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Pike County, KY",21195.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Pulaski County, KY",21199.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Warren County, KY",21227.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Whitley County, KY",21235.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Ascension Parish, LA",22005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Bossier Parish, LA",22015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Caddo Parish, LA",22017.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Calcasieu Parish, LA",22019.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"East Baton Rouge Parish, LA",22033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Iberia Parish, LA",22045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Jefferson Parish, LA",22051.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0
"Lafayette Parish, LA",22055.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Lafourche Parish, LA",22057.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Livingston Parish, LA",22063.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Orleans Parish, LA",22071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,113.0
"Ouachita Parish, LA",22073.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Rapides Parish, LA",22079.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"St. Bernard Parish, LA",22087.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"St. Charles Parish, LA",22089.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"St. Tammany Parish, LA",22103.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Tangipahoa Parish, LA",22105.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Terrebonne Parish, LA",22109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Androscoggin County, ME",23001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Cumberland County, ME",23005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Kennebec County, ME",23011.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Penobscot County, ME",23019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"York County, ME",23031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Anne Arundel County, MD",24003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Anne Arundel County, MD",24003.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,61.0
"Baltimore County, MD",24005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Baltimore County, MD",24005.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,104.0
"Calvert County, MD",24009.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Carroll County, MD",24013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0
"Cecil County, MD",24015.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Frederick County, MD",24021.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0
"Harford County, MD",24025.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Harford County, MD",24025.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0
"Howard County, MD",24027.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"Montgomery County, MD",24031.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Montgomery County, MD",24031.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0
"Prince George's County, MD",24033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Prince George's County, MD",24033.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0
"Washington County, MD",24043.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Wicomico County, MD",24045.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Baltimore city, MD",24510.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Baltimore city, MD",24510.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,151.0
"Barnstable County, MA",25001.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Berkshire County, MA",25003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Bristol County, MA",25005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,117.0
"Bristol County, MA",25005.0,2013.0,All other drug-induced causes,D9,16.0
"Essex County, MA",25009.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0
"Essex County, MA",25009.0,2013.0,All other drug-induced causes,D9,21.0
"Franklin County, MA",25011.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Hampden County, MA",25013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Hampshire County, MA",25015.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Middlesex County, MA",25017.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0
"Middlesex County, MA",25017.0,2013.0,All other drug-induced causes,D9,17.0
"Norfolk County, MA",25021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0
"Plymouth County, MA",25023.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Plymouth County, MA",25023.0,2013.0,All other drug-induced causes,D9,12.0
"Suffolk County, MA",25025.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0
"Suffolk County, MA",25025.0,2013.0,All other drug-induced causes,D9,19.0
"Worcester County, MA",25027.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0
"Worcester County, MA",25027.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Allegan County, MI",26005.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bay County, MI",26017.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Berrien County, MI",26021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Calhoun County, MI",26025.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Eaton County, MI",26045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Genesee County, MI",26049.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Genesee County, MI",26049.0,2013.0,All other drug-induced causes,D9,33.0
"Ingham County, MI",26065.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Jackson County, MI",26075.0,2013.0,All other drug-induced causes,D9,19.0
"Kalamazoo County, MI",26077.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Kent County, MI",26081.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Livingston County, MI",26093.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Macomb County, MI",26099.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,192.0
"Macomb County, MI",26099.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0
"Macomb County, MI",26099.0,2013.0,All other drug-induced causes,D9,13.0
"Marquette County, MI",26103.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Monroe County, MI",26115.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Muskegon County, MI",26121.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Oakland County, MI",26125.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Oakland County, MI",26125.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,46.0
"Oakland County, MI",26125.0,2013.0,All other drug-induced causes,D9,104.0
"Ottawa County, MI",26139.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Saginaw County, MI",26145.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0
"St. Clair County, MI",26147.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Van Buren County, MI",26159.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Washtenaw County, MI",26161.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Wayne County, MI",26163.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,357.0
"Wayne County, MI",26163.0,2013.0,All other drug-induced causes,D9,54.0
"Anoka County, MN",27003.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Dakota County, MN",27037.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hennepin County, MN",27053.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0
"Hennepin County, MN",27053.0,2013.0,All other drug-induced causes,D9,13.0
"Olmsted County, MN",27109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Ramsey County, MN",27123.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Ramsey County, MN",27123.0,2013.0,All other drug-induced causes,D9,10.0
"St. Louis County, MN",27137.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Stearns County, MN",27145.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Washington County, MN",27163.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"DeSoto County, MS",28033.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hancock County, MS",28045.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Harrison County, MS",28047.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Jackson County, MS",28059.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Pearl River County, MS",28109.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Rankin County, MS",28121.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Boone County, MO",29019.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Buchanan County, MO",29021.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Clay County, MO",29047.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Franklin County, MO",29071.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Greene County, MO",29077.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Jackson County, MO",29095.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0
"Jefferson County, MO",29099.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"St. Charles County, MO",29183.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"St. Francois County, MO",29187.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"St. Louis County, MO",29189.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0
"Warren County, MO",29219.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"St. Louis city, MO",29510.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
